"bénéficiaire","département","montant versé en 2013 (€)","nature de la subvention","programme budgétaire","attributeur","département attributeur","année d'octroi  de la subvention","prénom","nom","sexe","url_sénat","url_nossénateurs","url_nossénateurs_api"
"ANDREZIEUX-BOUTHEON",42,1415,"L'acquisition d'une armoire sécurisée et d'une armoire anti-feu pour le pôle des solidarités des 4 Epis",122,"MARC François",29,2012,"François","Marc","H","http://www.senat.fr/senateur/marc_francois98046x.html","http://nossenateurs.fr/francois-marc","http://nossenateurs.fr/francois-marc/json"
"ANERES",65,1500,"L'installation de ralentisseurs sur le chemin de la Poutge",122,"LARCHER Gérard",78,2011,"Gérard","Larcher","H","http://www.senat.fr/senateur/larcher_gerard86034e.html","http://nossenateurs.fr/gerard-larcher","http://nossenateurs.fr/gerard-larcher/json"
"ANGE",41,7000,"L'aménagement d'une salle multiculturelle",122,"GOURAULT Jacqueline",41,2011,"Jacqueline","Gourault","F","http://www.senat.fr/senateur/gourault_jacqueline01007l.html","http://nossenateurs.fr/jacqueline-gourault","http://nossenateurs.fr/jacqueline-gourault/json"
"ANGECOURT",8,1000,"La réfection de la toiture de la salle Henri Philippe",122,"LAMENIE Marc",8,2012,"Marc","Laménie","H","http://www.senat.fr/senateur/lamenie_marc07029t.html","http://nossenateurs.fr/marc-lamenie","http://nossenateurs.fr/marc-lamenie/json"
"ANGERS",49,3261,"La restructuration et l'extension des installations de la base d'aviron (tranche ferme)",122,"RAOUL Daniel",49,2012,"Daniel","Raoul","H","http://www.senat.fr/senateur/raoul_daniel01016m.html","http://nossenateurs.fr/daniel-raoul","http://nossenateurs.fr/daniel-raoul/json"
"ANGERVILLE-L'ORCHER",76,2000,"L'installation d'un système de vidéo-surveillance sur le stade de football",122,"REVET Charles",76,2012,"Charles","Revet","H","http://www.senat.fr/senateur/revet_charles95062k.html","http://nossenateurs.fr/charles-revet","http://nossenateurs.fr/charles-revet/json"
"ANGEVILLERS",57,3672,"La mise en sécurité de la cour des écoles",122,"TODESCHINI Jean-Marc",57,2009,"Jean-Marc","Todeschini","H","http://www.senat.fr/senateur/todeschini_jean_marc01062t.html","http://nossenateurs.fr/jean-marc-todeschini","http://nossenateurs.fr/jean-marc-todeschini/json"
"ANGLARDS-DE-SAINT-FLOUR",15,1500,"L'édification d'un columbarium",122,"MEZARD Jacques",15,2012,"Jacques","Mézard","H","http://www.senat.fr/senateur/mezard_jacques08051v.html","http://nossenateurs.fr/jacques-mezard","http://nossenateurs.fr/jacques-mezard/json"
"ANGLEFORT",1,8584,"L'acquisition d'un camion pour les sapeurs pompiers",122,"REINER Daniel",54,2012,"Daniel","Reiner","H","http://www.senat.fr/senateur/reiner_daniel01014k.html","http://nossenateurs.fr/daniel-reiner","http://nossenateurs.fr/daniel-reiner/json"
"ANGOISSE",24,4983,"La réalisation à l'école de l'aménagement du préau, la réfection de la cour, le remplacement des menuiseries extérieures et la création d'une rampe d'accès à la cantine",122,"BERIT-DEBAT Claude",24,2011,"Claude","Bérit-Débat","H","http://www.senat.fr/senateur/berit_debat_claude08055a.html","http://nossenateurs.fr/claude-berit-debat","http://nossenateurs.fr/claude-berit-debat/json"
"ANGOUSTRINE-VILLENEUVE- LES-ESCALDES",66,10000,"La restructuration de la mairie et l'acquisition de mobilier",122,"LARCHER Gérard",78,2011,"Gérard","Larcher","H","http://www.senat.fr/senateur/larcher_gerard86034e.html","http://nossenateurs.fr/gerard-larcher","http://nossenateurs.fr/gerard-larcher/json"
"ANGUERNY",14,3016,"La restauration des communs de la Grange aux Dîmes",122,"DUPONT Jean-Léonce",14,2012,"Jean-Léonce","Dupont","H","http://www.senat.fr/senateur/dupont_jean_leonce98042t.html","http://nossenateurs.fr/jean-leonce-dupont","http://nossenateurs.fr/jean-leonce-dupont/json"
"ANJOUIN",36,4447,"La construction d'un local de stockage de matériel",122,"PINTON Louis",36,2011,"Louis","Pinton","H","http://www.senat.fr/senateur/pinton_louis07032n.html","http://nossenateurs.fr/louis-pinton","http://nossenateurs.fr/louis-pinton/json"
"ANLA",65,1420,"Le remplacement de la borne incendie du quartier de l'église",122,"FORTASSIN François",65,2012,"François","Fortassin","H","http://www.senat.fr/senateur/fortassin_francois01003g.html","http://nossenateurs.fr/francois-fortassin","http://nossenateurs.fr/francois-fortassin/json"
"ANNECY",74,50000,"L'implantation de vestiaires modulaires au stade des Iles",122,"HERISSON Pierre",74,2011,"Pierre","Hérisson","H","http://www.senat.fr/senateur/herisson_pierre95038k.html","http://nossenateurs.fr/pierre-herisson","http://nossenateurs.fr/pierre-herisson/json"
"ANNESSE-ET-BEAULIEU",24,729,"L'aménagement de la rue du Général de Gaulle (tranches ferme et conditionnelle)",122,"ASSOULINE David",75,2011,"David","Assouline","H","http://www.senat.fr/senateur/assouline_david04059m.html","http://nossenateurs.fr/david-assouline","http://nossenateurs.fr/david-assouline/json"
"ANNEVILLE-SUR-MER",50,572,"L'assainissement des eaux usées du bourg",122,"LE GRAND Jean-François",50,2011,"Jean-François","Le Grand","H","http://www.senat.fr/senateur/le_grand_jean_francois82002d.html","http://nossenateurs.fr/jean-francois-le-grand","http://nossenateurs.fr/jean-francois-le-grand/json"
"ANNEYRON",26,14626,"La construction d'une école maternelle",122,"RAOUL Daniel",49,2011,"Daniel","Raoul","H","http://www.senat.fr/senateur/raoul_daniel01016m.html","http://nossenateurs.fr/daniel-raoul","http://nossenateurs.fr/daniel-raoul/json"
"ANNONVILLE",52,500,"L'aménagement du cimetière",122,"SIDO Bruno",52,2012,"Bruno","Sido","H","http://www.senat.fr/senateur/sido_bruno01058x.html","http://nossenateurs.fr/bruno-sido","http://nossenateurs.fr/bruno-sido/json"
"ANNONVILLE",52,3000,"L'extension des réseaux d'électricité et de télécommunication en vue d'alimenter un pavillon à l'extrémité du village",122,"SIDO Bruno",52,2012,"Bruno","Sido","H","http://www.senat.fr/senateur/sido_bruno01058x.html","http://nossenateurs.fr/bruno-sido","http://nossenateurs.fr/bruno-sido/json"
"ANSAC-SUR-VIENNE",16,2337,"La viabilisation du lotissement ""les Maraux""",122,"CARRERE Jean-Louis",40,2010,"Jean-Louis","Carrère","H","http://www.senat.fr/senateur/carrere_jean_louis92015p.html","http://nossenateurs.fr/jean-louis-carrere","http://nossenateurs.fr/jean-louis-carrere/json"
"ANSAC-SUR-VIENNE",16,2634,"L'aménagement d'un espace de loisirs et de sports au stade municipal",122,"CARRERE Jean-Louis",40,2012,"Jean-Louis","Carrère","H","http://www.senat.fr/senateur/carrere_jean_louis92015p.html","http://nossenateurs.fr/jean-louis-carrere","http://nossenateurs.fr/jean-louis-carrere/json"
"ANTEZANT-LA-CHAPELLE",17,18205,"L'enfouissement des réseaux aériens dans le bourg d'Antezan et dans la traversée de la Chapelle-Bâton",122,"LARCHER Gérard",78,2009,"Gérard","Larcher","H","http://www.senat.fr/senateur/larcher_gerard86034e.html","http://nossenateurs.fr/gerard-larcher","http://nossenateurs.fr/gerard-larcher/json"
"ANTHEUIL-PORTES",60,500,"L'acquisition d'un vidéoprojecteur et de matériel informatique",122,"MARINI Philippe",60,2013,"Philippe","Marini","H","http://www.senat.fr/senateur/marini_philippe92035t.html","http://nossenateurs.fr/philippe-marini","http://nossenateurs.fr/philippe-marini/json"
"ANTIN",65,3640,"La réhabilitation de l'ancienne école en logements locatifs",122,"LARCHER Gérard",78,2011,"Gérard","Larcher","H","http://www.senat.fr/senateur/larcher_gerard86034e.html","http://nossenateurs.fr/gerard-larcher","http://nossenateurs.fr/gerard-larcher/json"
"ANTOINGT",63,5000,"L'aménagement et l'éclairage d'un terrain de sport- loisirs",122,"ANDRE Michèle",63,2009,"Michèle","André","F","http://www.senat.fr/senateur/andre_michele01031l.html","http://nossenateurs.fr/michele-andre","http://nossenateurs.fr/michele-andre/json"
"ANZELING",57,4000,"La réfection du mur du cimetière",122,"MARC François",29,2011,"François","Marc","H","http://www.senat.fr/senateur/marc_francois98046x.html","http://nossenateurs.fr/francois-marc","http://nossenateurs.fr/francois-marc/json"
"ANZEME",23,10000,"L'équipement de la salle polyvalente",122,"CARTRON Françoise",33,2012,"Françoise","Cartron","F","http://www.senat.fr/senateur/cartron_francoise08024s.html","http://nossenateurs.fr/francoise-cartron","http://nossenateurs.fr/francoise-cartron/json"
"APATOU",973,9777,"La mise en sécurité des accès de la salle 11 et des sanitaires secondaires de l'école Lambert Amayota",122,"ASSOULINE David",75,2012,"David","Assouline","H","http://www.senat.fr/senateur/assouline_david04059m.html","http://nossenateurs.fr/david-assouline","http://nossenateurs.fr/david-assouline/json"
"APREMONT-SUR-AIRE",8,3382,"La modification de l'entrée principale du logement communal situé 1, Grande Rue",122,"LAMENIE Marc",8,2012,"Marc","Laménie","H","http://www.senat.fr/senateur/lamenie_marc07029t.html","http://nossenateurs.fr/marc-lamenie","http://nossenateurs.fr/marc-lamenie/json"
"ARANC",1,765,"L'acquisition d'un défibrillateur cardiaque automatique",122,"GOY-CHAVENT Sylvie",1,2012,"Sylvie","Goy-Chavent","F","http://www.senat.fr/senateur/goy_chavent_sylvie08056b.html","http://nossenateurs.fr/sylvie-goy-chavent","http://nossenateurs.fr/sylvie-goy-chavent/json"
"ARANC",1,7000,"L'aménagement d'une ancienne salle de réunion de la mairie en restaurant scolaire",122,"REINER Daniel",54,2012,"Daniel","Reiner","H","http://www.senat.fr/senateur/reiner_daniel01014k.html","http://nossenateurs.fr/daniel-reiner","http://nossenateurs.fr/daniel-reiner/json"
"ARBECEY",70,2979,"L'installation de radars pédagogiques aux entrées du village et la mise en place d'un passage piéton avant le nouvel abribus",122,"MARC François",29,2012,"François","Marc","H","http://www.senat.fr/senateur/marc_francois98046x.html","http://nossenateurs.fr/francois-marc","http://nossenateurs.fr/francois-marc/json"
"ARBON",31,6279,"L'enfouissement des réseaux",122,"AUBAN Bertrand",31,2010,"Bertrand","Auban","H","http://www.senat.fr/senateur/auban_bertrand98011l.html","http://nossenateurs.fr/bertrand-auban","http://nossenateurs.fr/bertrand-auban/json"
"ARBONNE",64,15000,"La restructuration du rez-de-chaussée de la mairie",122,"BOROTRA Didier",64,2011,"Didier","Borotra","H","http://www.senat.fr/senateur/borotra_didier92013m.html","http://nossenateurs.fr/didier-borotra","http://nossenateurs.fr/didier-borotra/json"
"ARBONNE",64,17595,"La réhabilitation d'un bâtiment communal en salle polyvalente",122,"JEANNEROT Claude",25,2012,"Claude","Jeannerot","H","http://www.senat.fr/senateur/jeannerot_claude08067e.html","http://nossenateurs.fr/claude-jeannerot","http://nossenateurs.fr/claude-jeannerot/json"
"ARBONNE-LA-FORET",77,2058,"La réfection du lavoir situé chemin de la Fontaine",122,"HYEST Jean-Jacques",77,2011,"Jean-Jacques","Hyest","H","http://www.senat.fr/senateur/hyest_jean_jacques95039l.html","http://nossenateurs.fr/jean-jacques-hyest","http://nossenateurs.fr/jean-jacques-hyest/json"
"ARBOUANS",25,7500,"La restauration de la fontaine",122,"HERVIAUX Odette",56,2011,"Odette","Herviaux","F","http://www.senat.fr/senateur/herviaux_odette01022k.html","http://nossenateurs.fr/odette-herviaux","http://nossenateurs.fr/odette-herviaux/json"
"ARBOUET-SUSSAUTE",64,9560,"La rénovation du fronton",122,"CAZALET Auguste",64,2011,"Auguste","Cazalet","H","http://www.senat.fr/senateur/cazalet_auguste83021l.html","http://nossenateurs.fr/auguste-cazalet","http://nossenateurs.fr/auguste-cazalet/json"
"ARBRISSEL",35,7000,"L'effacement des réseaux, route de Visseiche (RD310)",122,"de LEGGE Dominique",35,2012,"Dominique de","Legge","H","http://www.senat.fr/senateur/de_legge_dominique08034u.html","http://nossenateurs.fr/dominique-de-legge","http://nossenateurs.fr/dominique-de-legge/json"
"ARCAY",18,10000,"La construction de vestiaires sportifs",122,"POINTEREAU Rémy",18,2012,"Rémy","Pointereau","H","http://www.senat.fr/senateur/pointereau_remy05012a.html","http://nossenateurs.fr/remy-pointereau","http://nossenateurs.fr/remy-pointereau/json"
"ARCEAU",21,2957,"La réfection du pont de la Tille, rue de la Chapelle",122,"HOUPERT Alain",21,2013,"Alain","Houpert","H","http://www.senat.fr/senateur/houpert_alain08069g.html","http://nossenateurs.fr/alain-houpert","http://nossenateurs.fr/alain-houpert/json"
"ARCHAMPS",74,14246,"L'acquisition de mobilier pour l'auberge communale",122,"CARLE Jean-Claude",74,2012,"Jean-Claude","Carle","H","http://www.senat.fr/senateur/carle_jean_claude95015c.html","http://nossenateurs.fr/jean-claude-carle","http://nossenateurs.fr/jean-claude-carle/json"
"ARCHIGNY",86,2281,"Le remplacement du mobilier de la cantine scolaire",122,"FOUCHE Alain",86,2012,"Alain","Fouché","H","http://www.senat.fr/senateur/fouche_alain02002k.html","http://nossenateurs.fr/alain-fouche","http://nossenateurs.fr/alain-fouche/json"
"ARCHIGNY",86,12000,"Le remplacement des luminaires situés place du 11 Novembre",122,"FOUCHE Alain",86,2009,"Alain","Fouché","H","http://www.senat.fr/senateur/fouche_alain02002k.html","http://nossenateurs.fr/alain-fouche","http://nossenateurs.fr/alain-fouche/json"
"ARCHON",2,321,"La restructuration et la mise en accessibilité de la mairie",122,"LEFEVRE Antoine",2,2011,"Antoine","Lefèvre","H","http://www.senat.fr/senateur/lefevre_antoine08010l.html","http://nossenateurs.fr/antoine-lefevre","http://nossenateurs.fr/antoine-lefevre/json"
"ARCHON",2,359,"L'aménagement d'un logement locatif au 1er étage de l'ancienne mairie",122,"ANDRE Pierre",2,2011,"Pierre","André","H","http://www.senat.fr/senateur/andre_pierre98036v.html","http://nossenateurs.fr/pierre-andre","http://nossenateurs.fr/pierre-andre/json"
"ARCINS-EN-MEDOC",33,10000,"L'enfouissement des réseaux de télécommunications et d'éclairage public (tranche 3)",122,"PINTAT Xavier",33,2012,"Xavier","Pintat","H","http://www.senat.fr/senateur/pintat_xavier98021n.html","http://nossenateurs.fr/xavier-pintat","http://nossenateurs.fr/xavier-pintat/json"
"ARCONCEY",21,1928,"La réfection de la voirie (programme 2012) rues de Proleux et de la Forge et chemins des Ponts et de la Colombière",122,"HOUPERT Alain",21,2012,"Alain","Houpert","H","http://www.senat.fr/senateur/houpert_alain08069g.html","http://nossenateurs.fr/alain-houpert","http://nossenateurs.fr/alain-houpert/json"
"ARC-SOUS-CICON",25,2632,"L'aménagement intérieur de la mairie",122,"HUMBERT Jean-François",25,2010,"Jean-François","Humbert","H","http://www.senat.fr/senateur/humbert_jean_francois98028v.html","http://nossenateurs.fr/jean-francois-humbert","http://nossenateurs.fr/jean-francois-humbert/json"
"ARCUEIL",94,10000,"La numérisation de la radiologie du centre municipal de santé Maï Politzer",122,"LE MENN Jacky",35,2012,"Jacky","Le Menn","H","http://www.senat.fr/senateur/le_menn_jacky08037x.html","http://nossenateurs.fr/jacky-le-menn","http://nossenateurs.fr/jacky-le-menn/json"
"ARCUEIL",94,24269,"L'amélioration du confort thermique de la médiathèque Louis Pergaud",122,"PLACE Jean-Vincent",91,2012,"Jean-Vincent","Placé","H","http://www.senat.fr/senateur/place_jean_vincent11069t.html","http://nossenateurs.fr/jean-vincent-place","http://nossenateurs.fr/jean-vincent-place/json"
"ARDENTES",36,4984,"L'acquisition d'un véhicule utilitaire électrique",122,"PINTON Louis",36,2012,"Louis","Pinton","H","http://www.senat.fr/senateur/pinton_louis07032n.html","http://nossenateurs.fr/louis-pinton","http://nossenateurs.fr/louis-pinton/json"
"ARDOIX",7,3445,"L'assainissement collectif du hameau de Cormes, la construction d'une station d'épuration et la reprise du réseau unitaire en réseau d'eaux pluviales (tranches 1 à 3)",122,"HERVIAUX Odette",56,2011,"Odette","Herviaux","F","http://www.senat.fr/senateur/herviaux_odette01022k.html","http://nossenateurs.fr/odette-herviaux","http://nossenateurs.fr/odette-herviaux/json"
"ARDRES",62,1557,"Réhabilitation de la rue des Pensées à Bois-en- Ardres",122,"VANLERENBERGHE Jean-Marie",62,2007,"Jean-Marie","Vanlerenberghe","H","http://www.senat.fr/senateur/vanlerenberghe_jean_marie01034p.html","http://nossenateurs.fr/jean-marie-vanlerenberghe","http://nossenateurs.fr/jean-marie-vanlerenberghe/json"
"ARENTHON",74,5636,"L'aménagement de l'accès au cimetière (CD 19)",122,"AMOUDRY Jean-Paul",74,2012,"Jean-Paul","Amoudry","H","http://www.senat.fr/senateur/amoudry_jean_paul95005a.html","http://nossenateurs.fr/jean-paul-amoudry","http://nossenateurs.fr/jean-paul-amoudry/json"
"ARENTHON",74,10000,"La réfection du mur d'enceinte du cimetière",122,"CARLE Jean-Claude",74,2012,"Jean-Claude","Carle","H","http://www.senat.fr/senateur/carle_jean_claude95015c.html","http://nossenateurs.fr/jean-claude-carle","http://nossenateurs.fr/jean-claude-carle/json"
"ARGENTAT",19,6959,"L'acquisition d'une fourgonnette pour le pôle ""infrastructures et cadre de vie""",122,"LE MENN Jacky",35,2012,"Jacky","Le Menn","H","http://www.senat.fr/senateur/le_menn_jacky08037x.html","http://nossenateurs.fr/jacky-le-menn","http://nossenateurs.fr/jacky-le-menn/json"
"ARGENTAT",19,9498,"L'acquisition d'un tracteur-tondeuse",122,"LE MENN Jacky",35,2013,"Jacky","Le Menn","H","http://www.senat.fr/senateur/le_menn_jacky08037x.html","http://nossenateurs.fr/jacky-le-menn","http://nossenateurs.fr/jacky-le-menn/json"
"ARGENTON-LES-VALLEES",79,12000,"L'aménagement de la place du 4 août",122,"BECOT Michel",79,2010,"Michel","Bécot","H","http://www.senat.fr/senateur/becot_michel95009e.html","http://nossenateurs.fr/michel-becot","http://nossenateurs.fr/michel-becot/json"
"ARGILLY",21,2479,"La restauration des retables de l'église",122,"HOUPERT Alain",21,2011,"Alain","Houpert","H","http://www.senat.fr/senateur/houpert_alain08069g.html","http://nossenateurs.fr/alain-houpert","http://nossenateurs.fr/alain-houpert/json"
"ARGOL",29,7902,"L'extension de l'école primaire",122,"PAUL Philippe",29,2011,"Philippe","Paul","H","http://www.senat.fr/senateur/paul_philippe08047a.html","http://nossenateurs.fr/philippe-paul","http://nossenateurs.fr/philippe-paul/json"
