"bénéficiaire","département","montant versé en 2013 (€)","nature de la subvention","programme budgétaire","attributeur","département attributeur","mandat attributeur","année d'octroi de la subvention","prénom","nom","sexe","groupe","url_institution","url_nosparlementaires","url_nosparlementaires_api"
"Lycée français Saint-Exupéry","",15000,"Equipement salles",185,"ANGO ELA Kalliopi",999,"Sénateur","","Kalliopi","Ango Ela","F","ECO","http://www.senat.fr/senateur/ango_ela_kalliopi12040w.html","http://www.nossenateurs.fr/kalliopi-ango-ela","http://www.nossenateurs.fr/kalliopi-ango-ela/xml"
"Lycée Gustave Flaubert de la Marsa","",38000,"Achat matériels",185,"GARRIAUD-MAYLAM Joëlle",999,"Sénateur","","Joëlle","Garriaud-Maylam","F","UMP","http://www.senat.fr/senateur/garriaud_maylam_joelle04035d.html","http://www.nossenateurs.fr/joelle-garriaud-maylam","http://www.nossenateurs.fr/joelle-garriaud-maylam/xml"
"Lycée Maurice Delafosse","",8000,"Achat équipements pédagogiques",185,"FERRAND André",999,"Sénateur","","André","Ferrand","H","UMP","http://www.senat.fr/senateur/ferrand_andre98019u.html","http://www.nossenateurs.fr/andre-ferrand","http://www.nossenateurs.fr/andre-ferrand/xml"
"Lycée Pasteur à Calgary","",16000,"Construction d'un mur d'escalade",185,"LECONTE Jean-Yves",999,"Sénateur","","Jean-Yves","Leconte","H","SOC","http://www.senat.fr/senateur/leconte_jean_yves11026g.html","http://www.nossenateurs.fr/jean-yves-leconte","http://www.nossenateurs.fr/jean-yves-leconte/xml"
"Mahatma Gandhi International School","",4000,"Appui aux activités",185,"ANGO ELA Kalliopi",999,"Sénateur","","Kalliopi","Ango Ela","F","ECO","http://www.senat.fr/senateur/ango_ela_kalliopi12040w.html","http://www.nossenateurs.fr/kalliopi-ango-ela","http://www.nossenateurs.fr/kalliopi-ango-ela/xml"
"Maison de la culture de Kanel","",5000,"Achat équipement et mobilier",185,"ANGO ELA Kalliopi",999,"Sénateur","","Kalliopi","Ango Ela","F","ECO","http://www.senat.fr/senateur/ango_ela_kalliopi12040w.html","http://www.nossenateurs.fr/kalliopi-ango-ela","http://www.nossenateurs.fr/kalliopi-ango-ela/xml"
"Maison de la Sagesse","",15000,"Création de classes adaptées pour enfants handicapés à Madagascar",209,"CAMPION Claire-Lise",91,"Sénateur","","Claire-Lise","Campion","F","SOC","http://www.senat.fr/senateur/campion_claire_lise00003c.html","http://www.nossenateurs.fr/claire-lise-campion","http://www.nossenateurs.fr/claire-lise-campion/xml"
"Maison des Lycéens du Lycée Henri Becquerel","",2000,"NC",163,"BILLOUT Michel",77,"Sénateur","","Michel","Billout","H","CRC","http://www.senat.fr/senateur/billout_michel04054g.html","http://www.nossenateurs.fr/michel-billout","http://www.nossenateurs.fr/michel-billout/xml"
"Maison du savoir et de la culture","",5000,"Subvention fonctionnement",224,"DURRIEU Josette",65,"Sénateur","","Josette","Durrieu","F","SOC","http://www.senat.fr/senateur/durrieu_josette92020l.html","http://www.nossenateurs.fr/josette-durrieu","http://www.nossenateurs.fr/josette-durrieu/xml"
"Maison familiale rurale de Haute Normandie","",2000,"Fonctionnement",154,"REVET Charles",76,"Sénateur","","Charles","Revet","H","UMP","http://www.senat.fr/senateur/revet_charles95062k.html","http://www.nossenateurs.fr/charles-revet","http://www.nossenateurs.fr/charles-revet/xml"
"Maison rurale et familiale du Gâtinais et de l'Ecole de Villebéon","",4000,"Fonctionnement",143,"HYEST Jean-Jacques",77,"Sénateur","","Jean-Jacques","Hyest","H","UMP","http://www.senat.fr/senateur/hyest_jean_jacques95039l.html","http://www.nossenateurs.fr/jean-jacques-hyest","http://www.nossenateurs.fr/jean-jacques-hyest/xml"
"Marginalités et Société","",1200,"NC",157,"CARTRON Françoise",33,"Sénateur","","Françoise","Cartron","F","SOC","http://www.senat.fr/senateur/cartron_francoise08024s.html","http://www.nossenateurs.fr/francoise-cartron","http://www.nossenateurs.fr/francoise-cartron/xml"
"Marvejols sports","",3000,"NC",219,"BERTRAND Alain",48,"Sénateur","","Alain","Bertrand","H","RDSE","http://www.senat.fr/senateur/bertrand_alain11081p.html","http://www.nossenateurs.fr/alain-bertrand","http://www.nossenateurs.fr/alain-bertrand/xml"
"Meeting Cafeteuses","",3000,"NC",106,"GATTOLIN André",92,"Sénateur","","André","Gattolin","H","ECO","http://www.senat.fr/senateur/gattolin_andre11083r.html","http://www.nossenateurs.fr/andre-gattolin","http://www.nossenateurs.fr/andre-gattolin/xml"
"Mende Gévaudan Club Handball","",4000,"NC",219,"BERTRAND Alain",48,"Sénateur","","Alain","Bertrand","H","RDSE","http://www.senat.fr/senateur/bertrand_alain11081p.html","http://www.nossenateurs.fr/alain-bertrand","http://www.nossenateurs.fr/alain-bertrand/xml"
"Mende Volley Ball","",4000,"NC",219,"BERTRAND Alain",48,"Sénateur","","Alain","Bertrand","H","RDSE","http://www.senat.fr/senateur/bertrand_alain11081p.html","http://www.nossenateurs.fr/alain-bertrand","http://www.nossenateurs.fr/alain-bertrand/xml"
"Mission Locale Sundgau 3 Frontières","",10000,"NC",102,"SCHILLINGER Patricia",68,"Sénateur","","Patricia","Schillinger","F","SOC","http://www.senat.fr/senateur/schillinger_patricia04045f.html","http://www.nossenateurs.fr/patricia-schillinger","http://www.nossenateurs.fr/patricia-schillinger/xml"
"MNCP","",5000,"NC",102,"PLACE Jean-Vincent",91,"Sénateur","","Jean-Vincent","Placé","H","ECO","http://www.senat.fr/senateur/place_jean_vincent11069t.html","http://www.nossenateurs.fr/jean-vincent-place","http://www.nossenateurs.fr/jean-vincent-place/xml"
"Model United Nations Worldwilde for Leadership ans Knowledge (MUNWALK Sciences Po Lille)","",5000,"Former des étudiants de Sciences Po aux procédures et à la négociation internationale en vue de participer à des model United Nation (MUN) Conférences acad. Intern.",150,"BLANDIN Marie-Christine",59,"Sénateur","","Marie-Christine","Blandin","F","ECO","http://www.senat.fr/senateur/blandin_marie_christine01044r.html","http://www.nossenateurs.fr/marie-christine-blandin","http://www.nossenateurs.fr/marie-christine-blandin/xml"
"Model United Nations Worldwilde for Leadership ans Knowledge (MUNWALK Sciences Po Lille)","",5000,"Former des étudiants de Sciences Po aux procédures et à la négociation internationale en vue de participer à des Model United Nation (MUN) Conférences acad. Intern.",231,"BLANDIN Marie-Christine",59,"Sénateur","","Marie-Christine","Blandin","F","ECO","http://www.senat.fr/senateur/blandin_marie_christine01044r.html","http://www.nossenateurs.fr/marie-christine-blandin","http://www.nossenateurs.fr/marie-christine-blandin/xml"
"Montrouge Football Club 92","",5000,"NC",219,"MARSEILLE Hervé",92,"Sénateur","","Hervé","Marseille","H","UDI","http://www.senat.fr/senateur/marseille_herve11085t.html","http://www.nossenateurs.fr/herve-marseille","http://www.nossenateurs.fr/herve-marseille/xml"
"Mouvement citoyen des quartiers de Montreuil (MCQM)","",5000,"Fonctionnement",232,"DESESSARD Jean",75,"Sénateur","","Jean","Desessard","H","ECO","http://www.senat.fr/senateur/desessard_jean04067m.html","http://www.nossenateurs.fr/jean-desessard","http://www.nossenateurs.fr/jean-desessard/xml"
"Mouvement du nid","",5000,"NC",137,"COHEN Laurence",94,"Sénateur","","Laurence","Cohen","F","CRC","http://www.senat.fr/senateur/cohen_laurence11031d.html","http://www.nossenateurs.fr/laurence-cohen","http://www.nossenateurs.fr/laurence-cohen/xml"
"Mouvement européen 92","",5000,"Promouvoir l'idée européenne",105,"GATTOLIN André",92,"Sénateur","","André","Gattolin","H","ECO","http://www.senat.fr/senateur/gattolin_andre11083r.html","http://www.nossenateurs.fr/andre-gattolin","http://www.nossenateurs.fr/andre-gattolin/xml"
"Mouvement initiative et liberté","",5000,"Subvention fonctionnement",224,"CHARON Pierre",75,"Sénateur","","Pierre","Charon","H","UMP","http://www.senat.fr/senateur/charon_pierre11080n.html","http://www.nossenateurs.fr/pierre-charon","http://www.nossenateurs.fr/pierre-charon/xml"
"Mururoa Etatou","",10000,"Fonctionnement",169,"PLACE Jean-Vincent",91,"Sénateur","","Jean-Vincent","Placé","H","ECO","http://www.senat.fr/senateur/place_jean_vincent11069t.html","http://www.nossenateurs.fr/jean-vincent-place","http://www.nossenateurs.fr/jean-vincent-place/xml"
"Musée de l'Histoire vivante","",5000,"Subvention fonctionnement",224,"PLACE Jean-Vincent",91,"Sénateur","","Jean-Vincent","Placé","H","ECO","http://www.senat.fr/senateur/place_jean_vincent11069t.html","http://www.nossenateurs.fr/jean-vincent-place","http://www.nossenateurs.fr/jean-vincent-place/xml"
"Nantes est une fête","",3000,"Subvention fonctionnement",131,"GATTOLIN André",92,"Sénateur","","André","Gattolin","H","ECO","http://www.senat.fr/senateur/gattolin_andre11083r.html","http://www.nossenateurs.fr/andre-gattolin","http://www.nossenateurs.fr/andre-gattolin/xml"
"Nature environnement 77","",12000,"NC",217,"LIPIETZ Hélène",77,"Sénateur","","Hélène","Lipietz","F","ECO","http://www.senat.fr/senateur/lipietz_helene12035a.html","http://www.nossenateurs.fr/helene-lipietz","http://www.nossenateurs.fr/helene-lipietz/xml"
"NEGAR","",25000,"Création rèche maternelle à Kaboul",209,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"Niaso Event","",5000,"Subvention fonctionnement",224,"COHEN Laurence",94,"Sénateur","","Laurence","Cohen","F","CRC","http://www.senat.fr/senateur/cohen_laurence11031d.html","http://www.nossenateurs.fr/laurence-cohen","http://www.nossenateurs.fr/laurence-cohen/xml"
"Noviciado OFS Ecuador","",4000,"Appui aux activités",185,"ADNOT Philippe",10,"Sénateur","","Philippe","Adnot","H","NI","http://www.senat.fr/senateur/adnot_philippe89017r.html","http://www.nossenateurs.fr/philippe-adnot","http://www.nossenateurs.fr/philippe-adnot/xml"
"Observatoire de la diversité culturelle","",3000,"Subvention fonctionnement",224,"GATTOLIN André",92,"Sénateur","","André","Gattolin","H","ECO","http://www.senat.fr/senateur/gattolin_andre11083r.html","http://www.nossenateurs.fr/andre-gattolin","http://www.nossenateurs.fr/andre-gattolin/xml"
"Observatoire national des prisons","",15000,"Fonctionnement",101,"Groupe écologiste",75,"Sénat","","","","","","","",""
"OCCE 31","",5000,"Fonctionnement",230,"LABORDE Françoise",31,"Sénateur","","Françoise","Laborde","F","RDSE","http://www.senat.fr/senateur/laborde_francoise08031r.html","http://www.nossenateurs.fr/francoise-laborde","http://www.nossenateurs.fr/francoise-laborde/xml"
"Œuvres des missions catholiques françaises d'Asie et d'Afrique","",25000,"Appui aux activités",105,"POZZO di BORGO Yves",75,"Sénateur","","Yves","Pozzo di Borgo","H","UDI","http://www.senat.fr/senateur/pozzo_di_borgo_yves04080j.html","http://www.nossenateurs.fr/yves-pozzo-di-borgo","http://www.nossenateurs.fr/yves-pozzo-di-borgo/xml"
"Office du Tourisme de la communauté de communes ""Entre Saône-et-Grosne"" à Sennecey-le-Grand","",2000,"Subvention fonctionnement",224,"EMORINE Jean-Paul",71,"Sénateur","","Jean-Paul","Emorine","H","UMP","http://www.senat.fr/senateur/emorine_jean_paul95030b.html","http://www.nossenateurs.fr/jean-paul-emorine","http://www.nossenateurs.fr/jean-paul-emorine/xml"
"Office du tourisme du Grand Ried","",10000,"NC",134,"GRIGNON Francis",67,"Sénateur","","Francis","Grignon","H","UMP","http://www.senat.fr/senateur/grignon_francis95036h.html","http://www.nossenateurs.fr/francis-grignon","http://www.nossenateurs.fr/francis-grignon/xml"
"Office du tourisme du Pays de St Méen le Grand","",5000,"NC",134,"HERVE Edmond",35,"Sénateur","","Edmond","Hervé","H","SOC","http://www.senat.fr/senateur/herve_edmond08027v.html","http://www.nossenateurs.fr/edmond-herve","http://www.nossenateurs.fr/edmond-herve/xml"
"OGEC de l'école Sainte-Thérèse de Dun sur Auron","",8000,"Fonctionnement",139,"POINTEREAU Rémy",18,"Sénateur","","Rémy","Pointereau","H","UMP","http://www.senat.fr/senateur/pointereau_remy05012a.html","http://www.nossenateurs.fr/remy-pointereau","http://www.nossenateurs.fr/remy-pointereau/xml"
"Oissel Athlétisme Club 76","",1500,"NC",219,"FOUCAUD Thierry",76,"Sénateur","","Thierry","Foucaud","H","CRC","http://www.senat.fr/senateur/foucaud_thierry98053w.html","http://www.nossenateurs.fr/thierry-foucaud","http://www.nossenateurs.fr/thierry-foucaud/xml"
"Oissel Badminton","",2500,"NC",219,"FOUCAUD Thierry",76,"Sénateur","","Thierry","Foucaud","H","CRC","http://www.senat.fr/senateur/foucaud_thierry98053w.html","http://www.nossenateurs.fr/thierry-foucaud","http://www.nossenateurs.fr/thierry-foucaud/xml"
"Old up","",2000,"NC",157,"POZZO DI BORGO Yves",75,"Sénateur","","Yves","Pozzo di Borgo","H","UDI","http://www.senat.fr/senateur/pozzo_di_borgo_yves04080j.html","http://www.nossenateurs.fr/yves-pozzo-di-borgo","http://www.nossenateurs.fr/yves-pozzo-di-borgo/xml"
"Organisme de gestion de l'école et collège catholique Saint- Merri","",5000,"Fonctionnement",230,"DOMINATI Philippe",75,"Sénateur","","Philippe","Dominati","H","UMP","http://www.senat.fr/senateur/dominati_philippe04071h.html","http://www.nossenateurs.fr/philippe-dominati","http://www.nossenateurs.fr/philippe-dominati/xml"
"Orgue de la Chapelle de l'Agneau de Dieu","",1500,"Subvention fonctionnement",175,"JOUANNO Chantal",75,"Sénateur","","Chantal","Jouanno","F","UDI","http://www.senat.fr/senateur/jouanno_chantal09001p.html","http://www.nossenateurs.fr/chantal-jouanno","http://www.nossenateurs.fr/chantal-jouanno/xml"
"Ormoise de Villeneuve St Georges","",4000,"NC",219,"FAVIER Christian",94,"Sénateur","","Christian","Favier","H","CRC","http://www.senat.fr/senateur/favier_christian11034g.html","http://www.nossenateurs.fr/christian-favier","http://www.nossenateurs.fr/christian-favier/xml"
"OTAF","",1500,"NC",157,"MORIN-DESAILLY Catherine",76,"Sénateur","","Catherine","Morin-Desailly","F","UDI","http://www.senat.fr/senateur/morin_desailly_catherine04070g.html","http://www.nossenateurs.fr/catherine-morin-desailly","http://www.nossenateurs.fr/catherine-morin-desailly/xml"
"Parentèle Association Le Cap","",3000,"Parentèle Association Le Cap",106,"SCHURCH Mireille",3,"Sénateur","","Mireille","Schurch","F","CRC","http://www.senat.fr/senateur/schurch_mireille08054y.html","http://www.nossenateurs.fr/mireille-schurch","http://www.nossenateurs.fr/mireille-schurch/xml"
"Paris Foot Gay","",5000,"NC",219,"BLANDIN Marie-Christine",59,"Sénateur","","Marie-Christine","Blandin","F","ECO","http://www.senat.fr/senateur/blandin_marie_christine01044r.html","http://www.nossenateurs.fr/marie-christine-blandin","http://www.nossenateurs.fr/marie-christine-blandin/xml"
"Partage 5.6.7","",5000,"Subvention fonctionnement",224,"CHARON Pierre",75,"Sénateur","","Pierre","Charon","H","UMP","http://www.senat.fr/senateur/charon_pierre11080n.html","http://www.nossenateurs.fr/pierre-charon","http://www.nossenateurs.fr/pierre-charon/xml"
"Pas à Pas","",5000,"NC",157,"DEMESSINE Michelle",59,"Sénateur","","Michelle","Demessine","F","CRC","http://www.senat.fr/senateur/demessine_michelle92018s.html","http://www.nossenateurs.fr/michelle-demessine","http://www.nossenateurs.fr/michelle-demessine/xml"
"Passerelles 17","",5000,"NC",304,"GATTOLIN André",92,"Sénateur","","André","Gattolin","H","ECO","http://www.senat.fr/senateur/gattolin_andre11083r.html","http://www.nossenateurs.fr/andre-gattolin","http://www.nossenateurs.fr/andre-gattolin/xml"
"Passion foot","",10000,"NC",219,"FOUCAUD Thierry",76,"Sénateur","","Thierry","Foucaud","H","CRC","http://www.senat.fr/senateur/foucaud_thierry98053w.html","http://www.nossenateurs.fr/thierry-foucaud","http://www.nossenateurs.fr/thierry-foucaud/xml"
"Petite école tricolore de Bromley","",14000,"Fonctionnement",185,"GARRIAUD-MAYLAM Joëlle",999,"Sénateur","","Joëlle","Garriaud-Maylam","F","UMP","http://www.senat.fr/senateur/garriaud_maylam_joelle04035d.html","http://www.nossenateurs.fr/joelle-garriaud-maylam","http://www.nossenateurs.fr/joelle-garriaud-maylam/xml"
"Philomuses","",5000,"Subvention fonctionnement",224,"CHARON Pierre",75,"Sénateur","","Pierre","Charon","H","UMP","http://www.senat.fr/senateur/charon_pierre11080n.html","http://www.nossenateurs.fr/pierre-charon","http://www.nossenateurs.fr/pierre-charon/xml"
"Photo Saint Germain des Prés","",5000,"Subvention fonctionnement",224,"CHARON Pierre",75,"Sénateur","","Pierre","Charon","H","UMP","http://www.senat.fr/senateur/charon_pierre11080n.html","http://www.nossenateurs.fr/pierre-charon","http://www.nossenateurs.fr/pierre-charon/xml"
"Pian Piane","",1000,"NC",157,"REVET Charles",76,"Sénateur","","Charles","Revet","H","UMP","http://www.senat.fr/senateur/revet_charles95062k.html","http://www.nossenateurs.fr/charles-revet","http://www.nossenateurs.fr/charles-revet/xml"
"Plateau A.S Blangy/Bresle","",3600,"NC",219,"LE VERN Alain",76,"Sénateur","","Alain","Le Vern","H","SOC","http://www.senat.fr/senateur/le_vern_alain07025p.html","http://www.nossenateurs.fr/alain-le-vern","http://www.nossenateurs.fr/alain-le-vern/xml"
"Plateau Association sportive Blangy sur Bresle","",1500,"NC",219,"REVET Charles",76,"Sénateur","","Charles","Revet","H","UMP","http://www.senat.fr/senateur/revet_charles95062k.html","http://www.nossenateurs.fr/charles-revet","http://www.nossenateurs.fr/charles-revet/xml"
"PLO Multisport","",11000,"NC",219,"BUFFET François-Noël",69,"Sénateur","","François-Noël","Buffet","H","UMP","http://www.senat.fr/senateur/buffet_francois_noel04047h.html","http://www.nossenateurs.fr/francois-noel-buffet","http://www.nossenateurs.fr/francois-noel-buffet/xml"
"POINT MALIN (Labruguière)","",5000,"NC",102,"ALQUIER Jacqueline",81,"Sénateur","","Jacqueline","Alquier","F","SOC","http://www.senat.fr/senateur/alquier_jacqueline04087r.html","http://www.nossenateurs.fr/jacqueline-alquier","http://www.nossenateurs.fr/jacqueline-alquier/xml"
"Pôle d'économie solidaire","",15000,"NC",304,"DESESSARD Jean",75,"Sénateur","","Jean","Desessard","H","ECO","http://www.senat.fr/senateur/desessard_jean04067m.html","http://www.nossenateurs.fr/jean-desessard","http://www.nossenateurs.fr/jean-desessard/xml"
"Pour la sauvegarde des remparts du château de Montargis","",20000,"Subvention fonctionnement",175,"SUEUR Jean-Pierre",45,"Sénateur","","Jean-Pierre","Sueur","H","SOC","http://www.senat.fr/senateur/sueur_jean_pierre01028r.html","http://www.nossenateurs.fr/jean-pierre-sueur","http://www.nossenateurs.fr/jean-pierre-sueur/xml"
"Pour une fondation sciences citoyennes","",5000,"NC",163,"PLACE Jean-Vincent",91,"Sénateur","","Jean-Vincent","Placé","H","ECO","http://www.senat.fr/senateur/place_jean_vincent11069t.html","http://www.nossenateurs.fr/jean-vincent-place","http://www.nossenateurs.fr/jean-vincent-place/xml"
"Pour une vie meilleure","",7000,"NC",163,"ARCHIMBAUD Aline",93,"Sénateur","","Aline","Archimbaud","F","ECO","http://www.senat.fr/senateur/archimbaud_aline11055m.html","http://www.nossenateurs.fr/aline-archimbaud","http://www.nossenateurs.fr/aline-archimbaud/xml"
"Promo Soins Toulon","",5000,"NC",204,"TRUCY François",83,"Sénateur","","François","Trucy","H","UMP","http://www.senat.fr/senateur/trucy_francois86049m.html","http://www.nossenateurs.fr/francois-trucy","http://www.nossenateurs.fr/francois-trucy/xml"
"Qualité de vie du Pays de Limours","",5000,"Fonctionnement",149,"PLACE Jean-Vincent",91,"Sénateur","","Jean-Vincent","Placé","H","ECO","http://www.senat.fr/senateur/place_jean_vincent11069t.html","http://www.nossenateurs.fr/jean-vincent-place","http://www.nossenateurs.fr/jean-vincent-place/xml"
"Quartiers sans Frontières","",40000,"Quartiers sans Frontières",106,"TUHEIAVA Richard Ari'ihau",987,"Sénateur","","Richard","Tuheiava","H","SOC","http://www.senat.fr/senateur/tuheiava_richard08071a.html","http://www.nossenateurs.fr/richard-tuheiava","http://www.nossenateurs.fr/richard-tuheiava/xml"
"Racing Club Narbonne Méditerranée","",7000,"NC",219,"COURTEAU Roland",11,"Sénateur","","Roland","Courteau","H","SOC","http://www.senat.fr/senateur/courteau_roland80013x.html","http://www.nossenateurs.fr/roland-courteau","http://www.nossenateurs.fr/roland-courteau/xml"
"Radio 48 FM","",5000,"Subvention fonctionnement",313,"BERTRAND Alain",48,"Sénateur","","Alain","Bertrand","H","RDSE","http://www.senat.fr/senateur/bertrand_alain11081p.html","http://www.nossenateurs.fr/alain-bertrand","http://www.nossenateurs.fr/alain-bertrand/xml"
"Radio Bonjour Strasbourg","",3000,"Subvention fonctionnement",313,"KELLER Fabienne",67,"Sénateur","","Fabienne","Keller","F","UMP","http://www.senat.fr/senateur/keller_fabienne04061f.html","http://www.nossenateurs.fr/fabienne-keller","http://www.nossenateurs.fr/fabienne-keller/xml"
"Radio Judaïca","",3000,"Subvention fonctionnement",313,"KELLER Fabienne",67,"Sénateur","","Fabienne","Keller","F","UMP","http://www.senat.fr/senateur/keller_fabienne04061f.html","http://www.nossenateurs.fr/fabienne-keller","http://www.nossenateurs.fr/fabienne-keller/xml"
"Red Star Club de Champigny","",2500,"NC",219,"FAVIER Christian",94,"Sénateur","","Christian","Favier","H","CRC","http://www.senat.fr/senateur/favier_christian11034g.html","http://www.nossenateurs.fr/christian-favier","http://www.nossenateurs.fr/christian-favier/xml"
"Regain","",3000,"NC",137,"KELLER Fabienne",67,"Sénateur","","Fabienne","Keller","F","UMP","http://www.senat.fr/senateur/keller_fabienne04061f.html","http://www.nossenateurs.fr/fabienne-keller","http://www.nossenateurs.fr/fabienne-keller/xml"
"Registre des citoyens du monde","",10000,"NC",163,"PLACE Jean-Vincent",91,"Sénateur","","Jean-Vincent","Placé","H","ECO","http://www.senat.fr/senateur/place_jean_vincent11069t.html","http://www.nossenateurs.fr/jean-vincent-place","http://www.nossenateurs.fr/jean-vincent-place/xml"
"Réseau action Climat (RAC) sur dotation de 52 000 €","",16000,"NC",217,"PLACE Jean-Vincent",91,"Sénateur","","Jean-Vincent","Placé","H","ECO","http://www.senat.fr/senateur/place_jean_vincent11069t.html","http://www.nossenateurs.fr/jean-vincent-place","http://www.nossenateurs.fr/jean-vincent-place/xml"
"Réseau des Régies de Quartier","",10000,"NC",177,"Dotation institutionnelle",75,"Sénat","","","","","","","",""
"Respire","",3000,"Subventions d’exploitation",174,"GATTOLIN André",92,"Sénateur","","André","Gattolin","H","ECO","http://www.senat.fr/senateur/gattolin_andre11083r.html","http://www.nossenateurs.fr/andre-gattolin","http://www.nossenateurs.fr/andre-gattolin/xml"
"Restos du cœur","",5000,"NC",304,"COHEN Laurence",94,"Sénateur","","Laurence","Cohen","F","CRC","http://www.senat.fr/senateur/cohen_laurence11031d.html","http://www.nossenateurs.fr/laurence-cohen","http://www.nossenateurs.fr/laurence-cohen/xml"
"Retraités 15 et 16 eme Marseille","",4000,"NC",157,"GHALI Samia",13,"Sénateur","","Samia","Ghali","F","SOC","http://www.senat.fr/senateur/ghali_samia08035v.html","http://www.nossenateurs.fr/samia-ghali","http://www.nossenateurs.fr/samia-ghali/xml"
"Revue Mouvements","",10000,"Subvention fonctionnement",180,"PLACE Jean-Vincent",91,"Sénateur","","Jean-Vincent","Placé","H","ECO","http://www.senat.fr/senateur/place_jean_vincent11069t.html","http://www.nossenateurs.fr/jean-vincent-place","http://www.nossenateurs.fr/jean-vincent-place/xml"
"Revues confluences","",10000,"Diffusion de la revue",185,"YUNG Richard",999,"Sénateur","","Richard","Yung","H","SOC","http://www.senat.fr/senateur/yung_richard04034c.html","http://www.nossenateurs.fr/richard-yung","http://www.nossenateurs.fr/richard-yung/xml"
"Rive Océan indien","",5000,"Lutte contre la pauvreté à Madagascar",209,"VERGES Paul",974,"Sénateur","","Paul","Vergès","H","CRC","http://www.senat.fr/senateur/verges_paul96003c.html","http://www.nossenateurs.fr/paul-verges","http://www.nossenateurs.fr/paul-verges/xml"
"Rive Océan Indien","",5000,"NC",204,"VERGES Paul",974,"Sénateur","","Paul","Vergès","H","CRC","http://www.senat.fr/senateur/verges_paul96003c.html","http://www.nossenateurs.fr/paul-verges","http://www.nossenateurs.fr/paul-verges/xml"
"Rouen Norwich Club","",500,"Subvention fonctionnement",224,"MORIN-DESAILLY Catherine",76,"Sénateur","","Catherine","Morin-Desailly","F","UDI","http://www.senat.fr/senateur/morin_desailly_catherine04070g.html","http://www.nossenateurs.fr/catherine-morin-desailly","http://www.nossenateurs.fr/catherine-morin-desailly/xml"
"Rugby Club de Brulhois","",5000,"NC",219,"COLLIN Yvon",82,"Sénateur","","Yvon","Collin","H","RDSE","http://www.senat.fr/senateur/collin_yvon88008l.html","http://www.nossenateurs.fr/yvon-collin","http://www.nossenateurs.fr/yvon-collin/xml"
"Rugby Club de Mende","",4000,"NC",219,"BERTRAND Alain",48,"Sénateur","","Alain","Bertrand","H","RDSE","http://www.senat.fr/senateur/bertrand_alain11081p.html","http://www.nossenateurs.fr/alain-bertrand","http://www.nossenateurs.fr/alain-bertrand/xml"
"Saint Romain Loisirs","",1000,"Subvention fonctionnement",224,"REVET Charles",76,"Sénateur","","Charles","Revet","H","UMP","http://www.senat.fr/senateur/revet_charles95062k.html","http://www.nossenateurs.fr/charles-revet","http://www.nossenateurs.fr/charles-revet/xml"
"Salon des collections automobiles rémois SCAR Reims","",5000,"Subvention fonctionnement",224,"DETRAIGNE Yves",51,"Sénateur","","Yves","Détraigne","H","UDI","http://www.senat.fr/senateur/detraigne_yves01024m.html","http://www.nossenateurs.fr/yves-detraigne","http://www.nossenateurs.fr/yves-detraigne/xml"
"SAMAID","",15000,"NC",157,"AUBAN Bertrand",31,"Sénateur","","Bertrand","Auban","H","SOC","http://www.senat.fr/senateur/auban_bertrand98011l.html","http://www.nossenateurs.fr/bertrand-auban","http://www.nossenateurs.fr/bertrand-auban/xml"
"Samu social de Toulon","",10000,"NC",177,"TRUCY François",83,"Sénateur","","François","Trucy","H","UMP","http://www.senat.fr/senateur/trucy_francois86049m.html","http://www.nossenateurs.fr/francois-trucy","http://www.nossenateurs.fr/francois-trucy/xml"
"SAUGE","",20000,"NC",157,"CAMPION Claire-Lise",91,"Sénateur","","Claire-Lise","Campion","F","SOC","http://www.senat.fr/senateur/campion_claire_lise00003c.html","http://www.nossenateurs.fr/claire-lise-campion","http://www.nossenateurs.fr/claire-lise-campion/xml"
"SAUGE","",20000,"NC",157,"PLACE Jean-Vincent",91,"Sénateur","","Jean-Vincent","Placé","H","ECO","http://www.senat.fr/senateur/place_jean_vincent11069t.html","http://www.nossenateurs.fr/jean-vincent-place","http://www.nossenateurs.fr/jean-vincent-place/xml"
"SBJAM Musik Festival","",30000,"Organisation du 8e festival de musique caribéenne de Saint-Barthélémy",123,"MAGRAS Michel",977,"Sénateur","","Michel","Magras","H","UMP","http://www.senat.fr/senateur/magras_michel08019v.html","http://www.nossenateurs.fr/michel-magras","http://www.nossenateurs.fr/michel-magras/xml"
"Scouts et Guides de France","",1000,"Projet de solidarité à Madagascar",185,"YUNG Richard",999,"Sénateur","","Richard","Yung","H","SOC","http://www.senat.fr/senateur/yung_richard04034c.html","http://www.nossenateurs.fr/richard-yung","http://www.nossenateurs.fr/richard-yung/xml"
"Scouts et guides de France","",2000,"NC",157,"POZZO DI BORGO Yves",75,"Sénateur","","Yves","Pozzo di Borgo","H","UDI","http://www.senat.fr/senateur/pozzo_di_borgo_yves04080j.html","http://www.nossenateurs.fr/yves-pozzo-di-borgo","http://www.nossenateurs.fr/yves-pozzo-di-borgo/xml"
"SDACSS","",1000,"Subvention fonctionnement",224,"VERGOZ Michel",974,"Sénateur","","Michel","Vergoz","H","SOC","http://www.senat.fr/senateur/vergoz_michel11025f.html","http://www.nossenateurs.fr/michel-vergoz","http://www.nossenateurs.fr/michel-vergoz/xml"
